order_id,customer_id,amount,order_date,status
O00587,C00207,1521.62,2025-07-09,shipped
O00588,C00959,4600.19,2025-06-01,shipped
O00589,C00899,4495.41,2025-08-04,cancelled
O00590,C00027,2225.32,2025-12-28,shipped
O00591,C00390,255.58,2025-08-13,shipped
O00592,C00211,3857.21,2025-10-27,pending
O00593,C00096,4846.53,2025-09-19,refunded
O00594,C00125,822.79,2025-04-04,cancelled
O00595,C00759,3028.19,2025-12-11,cancelled
O00596,C00196,1059.53,2025-02-26,refunded
O00597,C00369,2395.11,2025-09-04,cancelled
O00598,C00017,46.21,2025-07-13,pending
O00599,C00364,1808.36,2025-05-27,pending
O00600,C00445,4730.24,2025-11-10,shipped
O00601,C00719,431.41,2025-11-26,cancelled
O00602,C00897,2362.09,2025-05-24,delivered
O00603,C00047,712.27,2025-04-06,refunded
O00604,C00010,648.46,2025-03-05,cancelled
O00605,C00781,204.56,2025-10-26,shipped
O00606,C00888,3701.85,2025-05-12,refunded
O00607,C00425,4118.02,2025-07-06,shipped
O00608,C00959,2597.81,2025-03-24,shipped
O00609,C00374,4396.60,2025-02-26,shipped
O00610,C00031,2492.80,2025-05-13,delivered
O00611,C00931,4208.71,2025-10-11,pending
O00612,C00803,138.89,2025-01-16,pending
O00613,C00753,4361.42,2025-07-02,refunded
O00614,C00387,3814.89,2025-12-17,shipped
O00615,C00162,509.58,2025-06-08,pending
O00616,C00430,4941.08,2025-02-16,cancelled
O00617,C00426,4282.14,2025-09-15,shipped
O00618,C00878,3020.32,2025-11-01,delivered
O00619,C00488,2352.74,2025-05-05,delivered
O00620,C00673,2704.53,2025-10-22,pending
O00621,C00490,2469.08,2025-10-07,shipped
O00622,C00225,2578.52,2025-03-08,pending
O00623,C00762,483.00,2025-07-10,refunded
O00624,C00108,1256.40,2025-05-06,delivered
O00625,C00337,3555.20,2025-08-22,refunded
O00626,C00533,2589.35,2025-05-25,shipped
O00627,C00336,2115.88,2025-11-05,refunded
O00628,C00755,4673.78,2025-01-24,cancelled
O00629,C00648,249.61,2025-04-06,pending
O00630,C00147,3176.81,2025-04-06,cancelled
O00631,C00331,68.45,2025-08-16,delivered
O00632,C00193,3147.28,2025-10-13,cancelled
O00633,C00220,2271.44,2025-05-18,cancelled
O00634,C00121,3727.35,2025-11-25,refunded
O00635,C00947,1693.38,2025-03-09,delivered
O00636,C00827,4361.14,2025-09-15,pending
O00637,C00685,4282.51,2025-09-09,pending
O00638,C00801,1833.46,2025-11-01,refunded
O00639,C00130,481.97,2025-08-27,pending
O00640,C00124,2756.82,2025-05-05,delivered
O00641,C00315,2268.30,2025-09-03,refunded
O00642,C00187,1993.81,2025-09-07,shipped
O00643,C00861,3406.07,2025-01-07,delivered
O00644,C00539,3008.67,2025-03-19,refunded
O00645,C00538,244.51,2025-09-12,refunded
O00646,C00236,3471.54,2025-09-06,delivered
O00647,C00163,509.69,2025-03-21,refunded
O00648,C00232,4217.76,2025-12-05,refunded
O00649,C00965,4776.10,2025-07-28,shipped
O00650,C00286,254.07,2025-07-10,cancelled
O00651,C00923,2613.53,2025-07-16,cancelled
O00652,C00330,689.24,2025-05-01,pending
O00653,C00258,3544.62,2025-11-10,shipped
O00654,C00946,3669.97,2025-10-03,pending
O00655,C00774,2057.77,2025-03-16,shipped
O00656,C00783,4860.75,2025-04-13,shipped
O00657,C00662,2100.86,2025-10-07,shipped
O00658,C00855,1758.53,2025-04-09,shipped
O00659,C00915,2013.19,2025-12-24,refunded
O00660,C00968,3364.86,2025-04-15,shipped
O00661,C00689,1384.60,2025-06-01,pending
O00662,C00534,1562.69,2025-02-25,refunded
O00663,C00483,1168.58,2025-08-10,pending
O00664,C00555,3717.13,2025-08-05,pending
O00665,C00902,4895.17,2025-12-11,delivered
O00666,C00973,4939.92,2025-07-27,delivered
O00667,C00116,3138.22,2025-07-19,shipped
O00668,C00898,3551.71,2025-08-25,delivered
O00669,C00231,2618.97,2025-02-24,refunded
O00670,C00983,2999.24,2025-06-08,cancelled
O00671,C00857,3510.98,2025-07-14,pending
O00672,C00654,534.90,2025-05-27,delivered
O00673,C00927,1265.84,2025-09-11,cancelled
O00674,C00683,4183.12,2025-06-03,pending
O00675,C00104,3568.35,2025-08-08,refunded
O00676,C00507,1114.73,2025-07-22,delivered
O00677,C00107,4986.54,2025-12-16,refunded
O00678,C00622,4188.69,2025-07-20,refunded
O00679,C00892,4626.96,2025-07-02,refunded
O00680,C00111,2955.81,2025-11-04,refunded
O00681,C00098,596.19,2025-04-12,refunded
O00682,C00689,3549.43,2025-10-14,cancelled
O00683,C00736,3724.11,2025-06-21,cancelled
O00684,C00873,2309.11,2025-09-02,cancelled
O00685,C00833,4028.05,2025-12-25,cancelled
O00686,C00686,4541.33,2025-04-19,shipped
O00687,C00025,3156.30,2025-06-04,delivered
O00688,C00943,2066.60,2025-01-24,cancelled
O00689,C00870,4455.81,2025-06-27,delivered
O00690,C00361,4868.16,2025-04-09,cancelled
O00691,C00803,248.52,2025-08-23,delivered
O00692,C00788,3970.27,2025-04-18,refunded
O00693,C00664,1616.19,2025-07-25,delivered
O00694,C00800,4079.19,2025-08-28,pending
O00695,C00342,1765.51,2025-09-24,shipped
O00696,C00325,4145.13,2025-02-24,pending
O00697,C00655,2036.27,2025-10-16,shipped
O00698,C00775,1919.65,2025-05-28,cancelled
O00699,C00360,1691.64,2025-08-12,shipped
O00700,C00983,851.03,2025-01-04,shipped
O00701,C00596,1559.53,2025-09-23,refunded
O00702,C00304,3786.29,2025-09-06,cancelled
O00703,C00634,3481.22,2025-04-03,pending
O00704,C00729,2993.87,2025-11-13,delivered
O00705,C00150,3582.28,2025-09-12,cancelled
O00706,C00137,4607.08,2025-02-28,delivered
O00707,C00629,2854.83,2025-02-11,shipped
O00708,C00454,4132.41,2025-04-18,shipped
O00709,C00684,4963.46,2025-01-16,shipped
O00710,C00854,3478.44,2025-04-08,shipped
O00711,C00451,3243.00,2025-04-05,pending
O00712,C00304,1225.96,2025-01-28,refunded
O00713,C00495,4191.27,2025-07-18,refunded
O00714,C00582,969.27,2025-03-28,refunded
O00715,C00595,2004.09,2025-10-13,delivered
O00716,C00724,3986.02,2025-06-26,delivered
O00717,C00442,1857.44,2025-04-11,refunded
O00718,C00366,394.43,2025-12-05,delivered
O00719,C00881,4138.96,2025-12-08,refunded
O00720,C00593,652.54,2025-09-23,cancelled
O00721,C00549,1574.29,2025-10-08,delivered
O00722,C00735,3513.70,2025-09-27,shipped
O00723,C00477,1352.98,2025-01-15,refunded
O00724,C00449,2490.69,2025-07-03,shipped
O00725,C00023,2804.19,2025-09-21,pending
O00726,C00918,1744.54,2025-12-05,pending
O00727,C00699,1778.52,2025-12-09,refunded
O00728,C00259,4737.28,2025-12-01,refunded
O00729,C00503,2159.84,2025-03-13,shipped
O00730,C00678,2266.04,2025-09-23,delivered
O00731,C00339,1170.50,2025-09-14,shipped
O00732,C00785,2702.67,2025-11-19,delivered
O00733,C00884,43.81,2025-10-02,delivered
O00734,C00602,607.22,2025-02-20,pending
O00735,C00543,2074.42,2025-03-24,shipped
O00736,C00255,4899.11,2025-03-27,shipped
O00737,C00031,3250.54,2025-08-24,pending
O00738,C00340,454.64,2025-07-19,cancelled
O00739,C00825,2043.80,2025-12-16,shipped
O00740,C00868,1723.04,2025-02-10,delivered
O00741,C00182,3539.24,2025-05-16,pending
O00742,C00189,1309.92,2025-04-08,delivered
O00743,C00663,3168.71,2025-06-15,pending
O00744,C00537,1296.26,2025-10-02,refunded
O00745,C00061,3416.72,2025-02-06,pending
O00746,C00987,4925.79,2025-01-01,delivered
O00747,C00394,1538.26,2025-10-19,delivered
O00748,C00880,356.25,2025-03-07,refunded
O00749,C00511,917.12,2025-04-12,pending
O00750,C00894,3419.07,2025-03-20,delivered
O00751,C00588,892.87,2025-08-23,shipped
O00752,C00520,752.76,2025-08-01,refunded
O00753,C00040,4677.11,2025-02-26,delivered
O00754,C00958,1464.24,2025-06-22,shipped
O00755,C00605,2597.26,2025-02-16,shipped
O00756,C00618,784.71,2025-10-11,cancelled
O00757,C00951,3295.86,2025-07-26,cancelled
O00758,C00967,590.74,2025-09-03,delivered
O00759,C00253,1834.81,2025-04-27,cancelled
O00760,C00193,3972.33,2025-01-12,pending
O00761,C00939,4911.90,2025-08-26,refunded
O00762,C00102,4240.39,2025-02-22,delivered
O00763,C00934,2641.41,2025-10-23,refunded
O00764,C00535,1976.98,2025-09-21,shipped
O00765,C00290,1608.38,2025-08-25,shipped
O00766,C00300,4721.79,2025-07-13,cancelled
O00767,C00387,421.12,2025-01-16,pending
O00768,C00330,2810.65,2025-10-13,delivered
O00769,C00510,4961.51,2025-05-25,pending
O00770,C00541,4157.97,2025-04-03,delivered
O00771,C00914,2941.47,2025-10-18,shipped
O00772,C00657,1575.13,2025-01-18,pending
O00773,C00049,4834.17,2025-07-07,delivered
O00774,C00988,2693.44,2025-11-28,cancelled
O00775,C00757,2546.79,2025-03-17,delivered
O00776,C00698,3498.92,2025-04-04,cancelled
O00777,C00973,936.67,2025-04-23,delivered
O00778,C00075,3573.03,2025-08-07,refunded
O00779,C00656,3068.96,2025-01-13,shipped
O00780,C00922,3450.05,2025-05-01,shipped
O00781,C00676,4070.05,2025-06-06,cancelled
O00782,C00847,1149.58,2025-07-02,shipped
O00783,C00146,2997.77,2025-10-22,delivered
O00784,C00904,4611.67,2025-11-19,delivered
O00785,C00210,4701.96,2025-11-24,delivered
O00786,C00420,3454.50,2025-07-27,cancelled
O00787,C00387,1397.65,2025-04-27,cancelled
O00788,C00260,3004.65,2025-11-23,cancelled
O00789,C00043,3483.05,2025-08-05,shipped
O00790,C00073,3191.61,2025-02-06,cancelled
O00791,C00069,924.96,2025-06-06,delivered
O00792,C00979,3407.72,2025-12-13,delivered
O00793,C00550,1439.33,2025-10-09,pending
O00794,C00780,605.81,2025-04-03,refunded
O00795,C00867,2494.86,2025-03-17,pending
O00796,C00481,2399.31,2025-02-08,pending
O00797,C00854,1946.44,2025-02-25,pending
O00798,C00248,2185.38,2025-06-15,shipped
O00799,C00453,2989.04,2025-01-22,refunded
O00800,C00786,4872.79,2025-04-24,delivered
O00801,C00045,2848.32,2025-03-11,delivered
O00802,C00944,885.89,2025-08-07,pending
O00803,C00401,1906.37,2025-05-17,pending
O00804,C00231,927.98,2025-04-11,cancelled
O00805,C00026,4357.97,2025-02-27,shipped
O00806,C00617,2647.50,2025-09-06,shipped
O00807,C00561,4821.24,2025-01-04,pending
O00808,C00420,2595.06,2025-01-20,shipped
O00809,C00742,4664.67,2025-06-02,shipped
O00810,C00924,527.93,2025-04-01,cancelled
O00811,C00004,2817.93,2025-07-25,refunded
O00812,C00123,4286.45,2025-11-02,refunded
O00813,C00559,378.88,2025-11-27,cancelled
O00814,C00960,2861.74,2025-07-10,refunded
O00815,C00397,2253.86,2025-12-08,cancelled
O00816,C00628,1257.71,2025-11-15,cancelled
O00817,C00942,4493.90,2025-08-18,delivered
O00818,C00230,730.59,2025-11-24,shipped
O00819,C00987,4837.18,2025-05-06,delivered
O00820,C00758,114.48,2025-05-05,pending
O00821,C00471,2057.75,2025-09-28,shipped
O00822,C00412,633.87,2025-11-12,shipped
O00823,C00965,2034.90,2025-07-15,cancelled
O00824,C00455,4762.35,2025-08-12,delivered
O00825,C00334,3330.21,2025-03-24,refunded
O00826,C00211,1237.58,2025-12-07,refunded
O00827,C00200,4740.54,2025-12-22,refunded
O00828,C00373,4502.77,2025-09-28,cancelled
O00829,C00384,3223.56,2025-04-13,shipped
O00830,C00482,552.16,2025-11-15,delivered
O00831,C00927,4166.11,2025-10-14,pending
O00832,C00205,1093.72,2025-09-06,cancelled
O00833,C00960,2592.33,2025-03-15,pending
O00834,C00711,1040.20,2025-10-22,shipped
O00835,C00280,4918.33,2025-11-19,shipped
O00836,C00657,2015.36,2025-04-05,cancelled
O00837,C00325,2348.21,2025-12-05,cancelled
O00838,C00324,3055.69,2025-10-17,pending
O00839,C00693,494.35,2025-02-03,pending
O00840,C00009,4601.66,2025-01-11,pending
O00841,C00321,4658.50,2025-06-07,shipped
O00842,C00981,1072.93,2025-02-12,refunded
O00843,C00932,1584.35,2025-08-16,delivered
O00844,C00721,884.34,2025-05-04,refunded
O00845,C00164,4505.08,2025-03-06,cancelled
O00846,C00122,2666.20,2025-10-14,shipped
O00847,C00576,2766.08,2025-08-23,delivered
O00848,C00707,4241.49,2025-04-04,shipped
O00849,C00932,2230.07,2025-01-05,cancelled
O00850,C00485,1903.06,2025-03-25,pending
O00851,C00601,3443.73,2025-06-15,refunded
O00852,C00586,917.35,2025-01-16,refunded
O00853,C00353,4429.16,2025-02-12,pending
O00854,C00182,683.37,2025-05-22,cancelled
O00855,C00939,755.94,2025-11-07,delivered
O00856,C00300,3559.93,2025-02-12,refunded
O00857,C00819,2478.80,2025-10-19,cancelled
O00858,C00174,1832.43,2025-05-07,refunded
O00859,C00287,4910.36,2025-01-16,delivered
O00860,C00928,842.74,2025-11-08,delivered
O00861,C00270,2250.17,2025-07-11,pending
O00862,C00280,3752.49,2025-11-15,pending
O00863,C00341,2760.86,2025-03-28,refunded
O00864,C00011,3675.86,2025-01-10,cancelled
O00865,C00205,4523.63,2025-07-13,pending
O00866,C00712,3362.80,2025-12-13,delivered
O00867,C00376,4017.70,2025-07-14,delivered
O00868,C00136,4715.10,2025-12-09,refunded
O00869,C00198,2449.26,2025-05-03,cancelled
O00870,C00941,3362.32,2025-11-11,refunded
O00871,C00918,576.49,2025-03-26,pending
O00872,C00249,381.33,2025-06-03,shipped
O00873,C00586,4009.27,2025-02-28,pending
O00874,C00010,3618.30,2025-12-26,delivered
O00875,C00892,4545.47,2025-02-05,refunded
O00876,C00642,4828.57,2025-08-21,delivered
O00877,C00805,3328.04,2025-10-04,pending
O00878,C00722,702.19,2025-12-03,shipped
O00879,C00094,3594.09,2025-02-01,cancelled
O00880,C00811,3431.15,2025-04-02,pending
O00881,C00397,1608.82,2025-09-07,cancelled
O00882,C00838,994.53,2025-08-20,shipped
O00883,C00481,1447.44,2025-11-19,pending
O00884,C00454,932.79,2025-01-03,shipped
O00885,C00998,996.63,2025-03-18,refunded
O00886,C00997,954.83,2025-02-23,pending
O00887,C00193,943.37,2025-06-25,shipped
O00888,C00167,1979.39,2025-10-10,refunded
O00889,C00423,2538.21,2025-05-07,cancelled
O00890,C00257,4124.10,2025-12-08,refunded
O00891,C00008,3277.66,2025-11-09,delivered
O00892,C00773,814.71,2025-01-03,cancelled
O00893,C00353,4514.44,2025-01-20,cancelled
O00894,C00082,3373.43,2025-12-15,pending
O00895,C00763,3375.76,2025-06-19,delivered
O00896,C00715,3408.59,2025-11-03,refunded
O00897,C00269,3638.47,2025-06-15,delivered
O00898,C00761,4056.72,2025-06-16,delivered
O00899,C00782,2450.55,2025-09-24,shipped
O00900,C00234,2940.27,2025-01-23,delivered
O00901,C00420,2330.07,2025-08-11,cancelled
O00902,C00475,4344.72,2025-08-15,shipped
O00903,C00146,3691.92,2025-07-14,pending
O00904,C00895,705.77,2025-06-13,shipped
O00905,C00410,1834.89,2025-07-26,shipped
O00906,C00155,2968.76,2025-03-07,pending
O00907,C00017,1962.55,2025-03-09,delivered
O00908,C00203,118.19,2025-07-06,delivered
O00909,C00850,4776.43,2025-09-09,shipped
O00910,C00195,2437.81,2025-12-16,cancelled
O00911,C00446,4737.18,2025-03-16,pending
O00912,C00362,4807.58,2025-02-11,cancelled
O00913,C00623,1453.72,2025-04-17,cancelled
O00914,C00823,1089.86,2025-08-01,delivered
O00915,C00647,801.43,2025-11-10,refunded
O00916,C00440,3062.02,2025-10-05,refunded
O00917,C00289,1712.08,2025-06-26,shipped
O00918,C00379,2830.99,2025-08-03,pending
O00919,C00458,1856.34,2025-04-07,delivered
O00920,C00705,1174.86,2025-06-21,cancelled
O00921,C00806,1409.85,2025-06-19,delivered
O00922,C00716,979.95,2025-03-11,refunded
O00923,C00995,4557.79,2025-12-19,refunded
O00924,C00243,4068.48,2025-04-16,refunded
O00925,C00482,4453.88,2025-06-17,pending
O00926,C00394,3753.46,2025-10-11,pending
O00927,C00542,2459.79,2025-10-24,delivered
O00928,C00069,2252.93,2025-04-26,delivered
O00929,C00729,723.99,2025-01-16,shipped
O00930,C00229,3169.02,2025-06-12,refunded
O00931,C00495,2813.77,2025-05-11,cancelled
O00932,C00322,3027.81,2025-09-07,shipped
O00933,C00981,4619.31,2025-10-04,delivered
O00934,C00752,312.21,2025-04-17,refunded
O00935,C00290,1248.65,2025-07-14,pending
O00936,C00306,1312.33,2025-03-10,pending
O00937,C00030,3261.66,2025-07-03,delivered
O00938,C00477,3881.23,2025-03-15,cancelled
O00939,C00569,793.32,2025-08-25,delivered
O00940,C00111,4685.15,2025-08-09,shipped
O00941,C00724,3036.65,2025-05-06,refunded
O00942,C00132,1620.79,2025-01-04,pending
O00943,C00889,1639.42,2025-08-12,shipped
O00944,C00323,4160.70,2025-07-18,pending
O00945,C00644,2176.96,2025-06-13,shipped
O00946,C00335,3069.28,2025-01-21,delivered
O00947,C00332,2832.43,2025-10-02,refunded
O00948,C00058,3616.66,2025-12-05,cancelled
O00949,C00066,4635.47,2025-03-05,pending
O00950,C00536,825.27,2025-12-08,pending
O00951,C00773,1807.98,2025-06-11,pending
O00952,C00423,1724.43,2025-02-16,cancelled
O00953,C00559,320.13,2025-07-21,cancelled
O00954,C00712,783.37,2025-02-27,shipped
O00955,C00460,803.71,2025-05-08,shipped
O00956,C00058,3227.35,2025-09-01,pending
O00957,C00659,4216.04,2025-04-16,pending
O00958,C00044,1102.81,2025-04-05,shipped
O00959,C00513,1604.10,2025-07-25,cancelled
O00960,C00020,2556.13,2025-05-16,pending
O00961,C00686,3576.56,2025-07-18,pending
O00962,C00042,1008.62,2025-01-07,shipped
O00963,C00597,2462.41,2025-06-23,pending
O00964,C00596,4409.42,2025-09-27,shipped
O00965,C00407,1071.76,2025-09-01,refunded
O00966,C00289,1335.58,2025-06-17,cancelled
O00967,C00164,4175.76,2025-10-09,delivered
O00968,C00201,1642.02,2025-05-13,pending
O00969,C00667,1434.05,2025-01-15,refunded
O00970,C00991,3260.53,2025-09-25,cancelled
O00971,C00210,932.31,2025-01-13,pending
O00972,C00761,4666.09,2025-04-07,refunded
O00973,C00754,3738.89,2025-12-22,shipped
O00974,C00908,2970.36,2025-05-12,cancelled
O00975,C00056,3242.67,2025-04-19,delivered
O00976,C00223,2560.39,2025-05-01,shipped
O00977,C00850,912.79,2025-06-07,cancelled
O00978,C00970,3602.51,2025-12-11,cancelled
O00979,C00401,3013.05,2025-03-16,cancelled
O00980,C00575,2987.73,2025-11-28,shipped
O00981,C00080,3085.69,2025-01-28,pending
O00982,C00635,259.64,2025-01-09,pending
O00983,C00311,2230.85,2025-12-19,shipped
O00984,C00100,277.15,2025-04-21,shipped
O00985,C00995,2121.60,2025-06-03,delivered
O00986,C00428,3271.59,2025-05-25,pending
O00987,C00921,609.18,2025-03-09,cancelled
O00988,C00953,4661.91,2025-04-04,pending
O00989,C00902,4655.90,2025-08-06,pending
O00990,C00116,439.62,2025-04-15,refunded
O00991,C00712,2791.65,2025-05-01,refunded
O00992,C00492,325.79,2025-12-05,shipped
O00993,C00067,1993.72,2025-07-01,pending
O00994,C00510,2168.11,2025-08-14,shipped
O00995,C00997,76.21,2025-01-22,pending
O00996,C00983,3849.97,2025-05-23,delivered
O00997,C00737,2401.06,2025-05-01,delivered
O00998,C00987,4361.24,2025-04-23,cancelled
O00999,C00830,19.72,2025-11-02,refunded
O01000,C00856,4286.42,2025-09-23,cancelled
