payment_id,order_id,amount,method,paid_at
P00617,O00370,3779.06,check,2025-07-24
P00618,O00635,1662.73,check,2025-10-02
P00619,O00032,3366.69,ach,2025-05-18
P00620,O00181,3893.00,wire,2025-06-09
P00621,O00258,916.87,crypto,2025-07-15
P00622,O00608,1973.36,ach,2025-06-27
P00623,O00835,3058.88,ach,2025-11-08
P00624,O00650,4758.44,crypto,2025-12-19
P00625,O00868,1349.92,check,2025-04-28
P00626,O00964,976.87,crypto,2025-02-11
P00627,O00415,826.29,card,2025-11-22
P00628,O00938,1642.76,crypto,2025-06-24
P00629,O00955,2419.10,wire,2025-07-06
P00630,O00992,2879.34,check,2025-10-08
P00631,O00890,3474.52,wire,2025-09-20
P00632,O00801,3433.76,card,2025-04-28
P00633,O00963,2524.88,crypto,2025-12-13
P00634,O00379,1832.19,check,2025-09-09
P00635,O00980,1934.46,crypto,2025-06-01
P00636,O00625,1605.60,check,2025-11-10
P00637,O00845,1312.23,card,2025-04-10
P00638,O00644,3117.79,crypto,2025-10-03
P00639,O00949,4162.82,check,2025-10-16
P00640,O00169,239.21,crypto,2025-12-11
P00641,O00596,1183.91,card,2025-02-27
P00642,O00373,1054.88,wire,2025-02-11
P00643,O00301,2271.12,wire,2025-06-07
P00644,O00110,1086.90,ach,2025-06-20
P00645,O00908,1076.27,check,2025-08-24
P00646,O00867,4753.36,card,2025-04-26
P00647,O00437,2239.40,wire,2025-01-01
P00648,O00983,3105.75,ach,2025-12-28
P00649,O00659,4012.90,wire,2025-02-02
P00650,O00795,1772.53,check,2025-07-20
P00651,O00542,4740.14,card,2025-12-19
P00652,O00537,2367.07,card,2025-10-24
P00653,O00855,662.51,check,2025-01-09
P00654,O00370,653.23,crypto,2025-09-18
P00655,O00878,3836.09,check,2025-03-05
P00656,O00958,1657.81,check,2025-07-02
P00657,O00979,1625.65,crypto,2025-09-14
P00658,O00812,3772.68,crypto,2025-08-09
P00659,O00306,4313.65,ach,2025-08-23
P00660,O00346,2553.49,wire,2025-09-21
P00661,O00348,3665.77,check,2025-06-26
P00662,O00888,1590.05,crypto,2025-05-06
P00663,O00515,648.84,crypto,2025-02-03
P00664,O00832,3467.44,wire,2025-01-05
P00665,O00955,4255.81,card,2025-01-05
P00666,O00821,1537.67,ach,2025-10-21
P00667,O00900,1164.29,ach,2025-03-21
P00668,O00899,4129.96,card,2025-06-28
P00669,O00325,350.87,card,2025-06-11
P00670,O00493,173.78,ach,2025-11-21
P00671,O00436,2779.95,ach,2025-11-04
P00672,O00291,1519.80,crypto,2025-09-20
P00673,O00393,1932.20,crypto,2025-12-16
P00674,O00148,2500.42,ach,2025-07-15
P00675,O00921,3188.42,check,2025-12-10
P00676,O00659,2069.33,card,2025-03-12
P00677,O00867,2578.99,ach,2025-06-10
P00678,O00215,4748.77,card,2025-09-07
P00679,O00825,4068.77,crypto,2025-02-24
P00680,O00137,956.17,card,2025-03-07
P00681,O00622,720.35,card,2025-11-10
P00682,O00640,467.56,check,2025-12-01
P00683,O00907,453.81,ach,2025-07-09
P00684,O00502,804.95,crypto,2025-08-12
P00685,O00025,2664.90,check,2025-07-17
P00686,O00724,440.02,check,2025-03-26
P00687,O00186,4499.76,check,2025-08-11
P00688,O00267,3735.40,wire,2025-09-21
P00689,O00273,2421.75,check,2025-03-28
P00690,O00585,4710.98,wire,2025-03-20
P00691,O00093,2557.09,check,2025-07-22
P00692,O00568,1209.24,card,2025-07-02
P00693,O00563,4345.81,check,2025-02-21
P00694,O00481,881.87,check,2025-11-07
P00695,O00204,2217.28,ach,2025-10-21
P00696,O00597,4833.27,card,2025-06-06
P00697,O00177,780.18,crypto,2025-10-07
P00698,O00759,2062.64,ach,2025-02-24
P00699,O00438,3998.02,crypto,2025-02-21
P00700,O00311,1185.18,crypto,2025-03-08
P00701,O00919,836.99,wire,2025-12-08
P00702,O00809,2890.14,crypto,2025-04-11
P00703,O00570,4698.78,wire,2025-07-04
P00704,O00501,3625.31,check,2025-12-24
P00705,O00904,2468.04,ach,2025-07-10
P00706,O00254,4709.78,crypto,2025-06-09
P00707,O00887,1273.21,check,2025-10-23
P00708,O00743,586.81,check,2025-10-27
P00709,O00869,4303.77,check,2025-01-06
P00710,O00585,875.78,card,2025-03-02
P00711,O00340,1236.21,crypto,2025-08-25
P00712,O00540,4553.76,card,2025-04-16
P00713,O00725,4477.44,wire,2025-03-19
P00714,O00975,2793.77,crypto,2025-04-05
P00715,O00153,145.25,card,2025-03-26
P00716,O00374,1988.67,card,2025-09-07
P00717,O00178,193.10,card,2025-05-25
P00718,O00568,2447.28,check,2025-09-17
P00719,O00519,4318.80,check,2025-06-22
P00720,O00216,3468.13,wire,2025-11-17
P00721,O00366,927.36,crypto,2025-07-02
P00722,O00818,4190.08,card,2025-04-01
P00723,O00285,4890.06,ach,2025-07-21
P00724,O00084,4074.29,crypto,2025-06-04
P00725,O00472,336.71,ach,2025-04-28
P00726,O00746,2854.73,card,2025-01-25
P00727,O00153,3216.34,ach,2025-12-19
P00728,O00768,1744.50,card,2025-02-10
P00729,O00204,2392.45,crypto,2025-04-02
P00730,O00627,4117.13,card,2025-10-14
P00731,O00482,417.83,crypto,2025-08-03
P00732,O00624,4837.24,ach,2025-07-02
P00733,O00649,758.90,ach,2025-02-07
P00734,O00162,594.81,check,2025-07-15
P00735,O00771,3302.61,card,2025-02-20
P00736,O00790,3731.38,card,2025-02-04
P00737,O00392,2016.47,ach,2025-03-02
P00738,O00124,3089.45,card,2025-08-05
P00739,O00741,1717.98,crypto,2025-08-08
P00740,O00203,4627.79,ach,2025-01-10
P00741,O00586,966.26,check,2025-06-07
P00742,O00550,71.98,ach,2025-08-21
P00743,O00898,3327.39,wire,2025-09-04
P00744,O00154,3822.98,wire,2025-03-04
P00745,O00093,1425.83,crypto,2025-11-13
P00746,O00641,2626.46,wire,2025-01-19
P00747,O00681,1636.56,ach,2025-03-20
P00748,O00294,1881.01,card,2025-10-07
P00749,O00718,4235.13,wire,2025-12-13
P00750,O00860,3955.92,card,2025-04-23
P00751,O00683,2846.51,wire,2025-03-25
P00752,O00712,2919.38,card,2025-02-08
P00753,O00993,2271.40,ach,2025-05-07
P00754,O00435,4676.17,crypto,2025-06-18
P00755,O00376,1939.91,ach,2025-04-28
P00756,O00028,1300.49,card,2025-12-25
P00757,O00160,133.10,check,2025-01-14
P00758,O00127,1812.30,ach,2025-08-08
P00759,O00571,2476.81,card,2025-03-20
P00760,O00635,312.29,card,2025-07-14
P00761,O00883,2956.11,check,2025-04-05
P00762,O00130,4300.75,crypto,2025-11-04
P00763,O00351,1600.58,ach,2025-11-21
P00764,O00658,42.85,wire,2025-01-08
P00765,O00061,627.85,crypto,2025-06-13
P00766,O00980,2484.45,check,2025-06-14
P00767,O00915,3935.26,crypto,2025-02-12
P00768,O00454,2952.66,wire,2025-06-10
P00769,O00436,4218.31,ach,2025-05-16
P00770,O00862,536.59,wire,2025-08-14
P00771,O00003,557.25,crypto,2025-01-25
P00772,O00122,3987.31,crypto,2025-02-02
P00773,O00213,138.09,check,2025-09-08
P00774,O00103,2249.38,wire,2025-02-16
P00775,O00166,2121.91,card,2025-09-01
P00776,O00530,491.65,wire,2025-08-04
P00777,O00152,2965.77,card,2025-06-23
P00778,O00063,2319.96,ach,2025-09-02
P00779,O00419,2267.55,ach,2025-01-15
P00780,O00730,1149.80,card,2025-01-27
P00781,O00892,1442.19,crypto,2025-05-16
P00782,O00308,1001.48,check,2025-03-04
P00783,O00721,986.79,card,2025-10-14
P00784,O00187,1747.92,crypto,2025-11-12
P00785,O00458,2132.41,check,2025-10-09
P00786,O00509,153.27,card,2025-09-01
P00787,O00342,998.83,ach,2025-10-13
P00788,O00161,4113.81,check,2025-05-27
P00789,O00448,4448.73,check,2025-03-03
P00790,O00362,2927.81,crypto,2025-04-27
P00791,O00142,3498.89,check,2025-01-02
P00792,O00059,4899.21,check,2025-07-14
P00793,O00103,1556.45,wire,2025-11-19
P00794,O00026,3776.70,card,2025-01-15
P00795,O00603,2430.84,check,2025-02-09
P00796,O00039,103.14,wire,2025-10-08
P00797,O00557,3842.52,crypto,2025-02-27
P00798,O00733,2816.79,wire,2025-10-01
P00799,O00323,1250.21,card,2025-06-26
P00800,O00177,216.27,crypto,2025-10-17
P00801,O00039,4040.12,wire,2025-11-27
P00802,O00613,4109.45,check,2025-10-17
P00803,O00505,3196.21,card,2025-04-15
P00804,O00605,2197.89,card,2025-07-13
P00805,O00618,2784.93,wire,2025-02-14
P00806,O00930,1913.11,card,2025-03-07
P00807,O00497,1436.84,card,2025-08-16
P00808,O00585,1334.54,ach,2025-03-25
P00809,O00331,2187.28,ach,2025-12-23
P00810,O00991,2579.36,crypto,2025-10-10
P00811,O00597,2844.47,card,2025-10-15
P00812,O00827,78.23,wire,2025-03-14
P00813,O00869,4940.29,ach,2025-01-07
P00814,O00479,259.65,check,2025-09-28
P00815,O00176,532.93,check,2025-01-27
P00816,O00163,3305.48,card,2025-11-26
P00817,O00677,3140.71,card,2025-09-26
P00818,O00086,1179.88,crypto,2025-10-17
P00819,O00610,2524.76,crypto,2025-08-05
P00820,O00919,564.22,check,2025-01-24
P00821,O00857,2689.82,crypto,2025-05-22
P00822,O00521,157.53,card,2025-09-13
P00823,O00916,1303.88,crypto,2025-03-06
P00824,O00777,605.61,wire,2025-09-17
P00825,O00756,4635.88,crypto,2025-08-17
P00826,O00383,2191.15,card,2025-09-06
P00827,O00064,4060.29,wire,2025-09-02
P00828,O00429,2374.17,check,2025-11-03
P00829,O00849,4213.75,ach,2025-07-19
P00830,O00088,1501.28,check,2025-02-25
P00831,O00664,3341.58,ach,2025-09-16
P00832,O00691,4086.63,wire,2025-03-20
P00833,O00687,2120.26,crypto,2025-03-15
P00834,O00744,3762.02,crypto,2025-11-28
P00835,O00489,3324.59,card,2025-05-02
P00836,O00603,1776.43,card,2025-05-26
P00837,O00091,3951.63,check,2025-02-12
P00838,O00438,224.89,crypto,2025-11-08
P00839,O00182,2440.10,crypto,2025-09-08
P00840,O00342,3615.71,wire,2025-02-25
P00841,O00954,2303.90,check,2025-03-10
P00842,O00656,230.61,crypto,2025-07-23
P00843,O00656,1418.78,crypto,2025-07-13
P00844,O00560,1247.03,wire,2025-10-14
P00845,O00027,1331.90,crypto,2025-05-05
P00846,O00067,2222.51,ach,2025-09-11
P00847,O00105,1932.75,ach,2025-06-19
P00848,O00779,1219.57,check,2025-05-18
P00849,O00560,629.66,crypto,2025-10-26
P00850,O00798,1113.90,crypto,2025-07-18
P00851,O00714,2511.53,crypto,2025-01-14
P00852,O00141,4925.14,check,2025-08-05
P00853,O00771,2638.41,crypto,2025-10-03
P00854,O00436,115.16,card,2025-02-10
P00855,O00076,1076.19,card,2025-10-25
P00856,O00743,1245.18,crypto,2025-11-27
P00857,O00168,4992.90,ach,2025-12-14
P00858,O00111,1167.08,check,2025-12-14
P00859,O00916,7.12,ach,2025-04-02
P00860,O00941,1276.29,crypto,2025-09-04
P00861,O00411,1665.59,card,2025-03-12
P00862,O00929,4780.96,wire,2025-08-05
P00863,O00269,627.22,card,2025-07-11
P00864,O00666,162.67,ach,2025-12-10
P00865,O00281,146.13,crypto,2025-07-13
P00866,O00866,320.58,check,2025-12-03
P00867,O00791,2581.36,wire,2025-10-18
P00868,O00587,3766.28,card,2025-09-18
P00869,O00980,4538.23,card,2025-07-15
P00870,O00854,2758.01,card,2025-05-03
P00871,O00454,1358.00,crypto,2025-02-26
P00872,O00232,4199.47,crypto,2025-03-13
P00873,O00642,1885.78,wire,2025-09-14
P00874,O00632,3317.52,crypto,2025-04-23
P00875,O00999,2910.94,crypto,2025-09-15
P00876,O00320,4651.90,check,2025-10-10
P00877,O00706,4463.15,card,2025-06-11
P00878,O00603,1309.79,wire,2025-11-02
P00879,O00114,624.96,ach,2025-12-20
P00880,O00696,907.00,check,2025-06-08
P00881,O00714,4644.10,card,2025-06-04
P00882,O00073,2375.03,check,2025-11-24
P00883,O00064,1139.21,crypto,2025-09-25
P00884,O00790,2778.42,check,2025-04-14
P00885,O00322,1246.52,ach,2025-02-17
P00886,O00594,1303.23,wire,2025-10-02
P00887,O00389,2430.11,card,2025-01-20
P00888,O00672,3258.38,wire,2025-03-10
P00889,O00544,4856.52,wire,2025-03-02
P00890,O00301,4602.94,check,2025-11-28
P00891,O00281,3928.66,crypto,2025-10-14
P00892,O00442,2490.03,card,2025-06-26
P00893,O00447,1314.34,card,2025-05-11
P00894,O00434,4326.57,check,2025-08-11
P00895,O00551,4462.86,crypto,2025-08-26
P00896,O00976,1546.06,wire,2025-04-07
P00897,O00801,2534.58,crypto,2025-01-14
P00898,O00134,1216.37,wire,2025-05-26
P00899,O00415,4380.05,ach,2025-11-06
P00900,O00789,2096.58,wire,2025-01-04
P00901,O00407,3164.96,crypto,2025-10-12
P00902,O00235,4627.13,card,2025-12-22
P00903,O00436,805.52,ach,2025-02-06
P00904,O00156,1474.09,check,2025-07-16
P00905,O00711,3284.94,wire,2025-07-05
P00906,O00783,1583.45,card,2025-07-01
P00907,O00107,399.93,wire,2025-12-04
P00908,O00095,1865.68,crypto,2025-05-18
P00909,O00817,2587.76,check,2025-01-01
P00910,O00779,4522.66,crypto,2025-01-04
P00911,O00486,2946.11,check,2025-08-23
P00912,O00507,4958.23,ach,2025-04-28
P00913,O00082,868.58,crypto,2025-06-15
P00914,O00954,3929.04,card,2025-05-15
P00915,O00139,4971.11,check,2025-05-28
P00916,O00169,3194.78,check,2025-02-05
P00917,O00748,558.98,ach,2025-01-07
P00918,O00542,1259.89,check,2025-06-08
P00919,O00441,1731.87,crypto,2025-12-13
P00920,O00888,3764.03,card,2025-08-18
P00921,O00359,4868.65,ach,2025-06-09
P00922,O00971,2572.71,wire,2025-03-04
P00923,O00688,2789.67,ach,2025-09-11
P00924,O00900,1269.82,wire,2025-01-02
P00925,O00693,4723.14,wire,2025-05-21
P00926,O00377,1429.61,check,2025-06-24
P00927,O00150,4350.00,card,2025-02-05
P00928,O00968,971.78,check,2025-05-25
P00929,O00551,3075.81,check,2025-11-20
P00930,O00752,4078.92,card,2025-08-15
P00931,O00923,3868.90,ach,2025-04-22
P00932,O00301,3227.10,ach,2025-08-06
P00933,O00032,962.18,crypto,2025-09-13
P00934,O00702,852.73,card,2025-08-12
P00935,O00732,68.01,crypto,2025-01-26
P00936,O00868,341.02,check,2025-04-27
P00937,O00043,1278.37,ach,2025-01-13
P00938,O00624,4971.68,ach,2025-06-24
P00939,O00559,2517.69,ach,2025-05-20
P00940,O00916,1151.04,ach,2025-05-01
P00941,O00037,4289.90,card,2025-09-03
P00942,O00733,4363.57,check,2025-08-17
P00943,O00294,2573.37,card,2025-07-12
P00944,O00177,1397.88,wire,2025-11-12
P00945,O00268,1313.13,card,2025-09-07
P00946,O00840,2677.73,wire,2025-12-03
P00947,O00487,3015.82,ach,2025-08-23
P00948,O00804,2764.59,card,2025-11-22
P00949,O00667,3779.48,wire,2025-04-21
P00950,O00611,621.05,crypto,2025-08-17
P00951,O00525,3307.05,crypto,2025-12-13
P00952,O00824,3112.38,crypto,2025-07-19
P00953,O00541,2574.89,ach,2025-12-20
P00954,O00063,1533.84,wire,2025-08-19
P00955,O00720,668.56,check,2025-02-09
P00956,O00860,2249.82,ach,2025-05-13
P00957,O00239,186.96,card,2025-12-20
P00958,O00554,3739.76,check,2025-12-09
P00959,O00180,1342.66,ach,2025-09-21
P00960,O00232,2964.00,ach,2025-09-08
P00961,O00244,2842.23,card,2025-03-04
P00962,O00662,3299.36,check,2025-01-13
P00963,O00943,4085.47,crypto,2025-04-06
P00964,O00530,4335.34,card,2025-12-19
P00965,O00571,4620.99,ach,2025-03-04
P00966,O00046,4081.99,card,2025-03-08
P00967,O00180,4445.37,card,2025-02-23
P00968,O00535,1932.77,check,2025-07-04
P00969,O00047,4550.65,crypto,2025-11-20
P00970,O00688,4339.84,check,2025-12-13
P00971,O00125,60.96,card,2025-05-07
P00972,O00382,1921.66,card,2025-05-02
P00973,O00940,3623.91,crypto,2025-05-11
P00974,O00666,1223.62,card,2025-10-17
P00975,O00774,241.59,check,2025-05-14
P00976,O00802,3756.62,crypto,2025-11-05
P00977,O00200,1577.73,check,2025-10-11
P00978,O00853,3383.02,card,2025-01-01
P00979,O00204,3668.01,card,2025-08-27
P00980,O00770,2024.37,ach,2025-01-12
P00981,O00837,4078.82,wire,2025-12-19
P00982,O00389,2190.49,card,2025-06-01
P00983,O00925,3446.71,check,2025-07-22
P00984,O00400,2113.30,card,2025-02-01
P00985,O00927,3238.29,wire,2025-05-28
P00986,O00089,3546.25,ach,2025-05-01
P00987,O00828,2237.87,wire,2025-02-13
P00988,O00629,4090.63,crypto,2025-05-25
P00989,O00634,2349.82,crypto,2025-10-01
P00990,O00377,3866.16,ach,2025-07-14
P00991,O00562,1015.50,crypto,2025-03-13
P00992,O00548,3629.45,crypto,2025-10-13
P00993,O00164,1945.13,check,2025-01-17
P00994,O00240,2701.98,crypto,2025-09-17
P00995,O00920,3178.22,card,2025-08-17
P00996,O00699,3303.76,check,2025-10-03
P00997,O00373,158.02,crypto,2025-07-06
P00998,O00372,2270.40,card,2025-10-15
P00999,O00919,1888.39,crypto,2025-04-05
P01000,O00023,4716.62,ach,2025-07-23
